Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi,Sentimen
"Ini kan sudah muti hazard-early warning system, apakah ketika ada bencana seperti gempa besar aplikasi BMKG ini dapat memberikan notifikasi pada phonsel? Seperti dinegara jepang, phonsel mereka akan berbunyi ketika ada gempa besar... seperti itu??? Aplikasi buatan pemerintah TERBAIK menurut saya 🌏 daripada aplikasi buatan pemerintah YANG LAINnya.",Muji Pramono,5,2024-09-10 01:08:36,InfoBMKG,Positif
BMKG beri info alarm peringatan dini tsunami atau gempa di hp dan info nya segera cepat waktu sebelum ada gempa,Daman Huri,5,2024-09-09 15:22:05,InfoBMKG,Positif
Jelek,dwi_ sanz.,1,2024-09-09 09:29:47,InfoBMKG,Negatif
Sangat membantu informasinya.,Suma Yoga,5,2024-09-09 03:51:06,InfoBMKG,Positif
Aplikasi yg baru utk masyarakat. Mohon ada notifikasi atau pemberitahuan bila mana ada gempa bumi yg terdekat dengan pengguna Atau ada settingan notifikasi. Terima kasih,Yuliono Mukti,5,2024-09-09 03:38:01,InfoBMKG,Positif
"Bikin hp psnas padahal sedang tidak digunakan, setelah uninstall hp menjadi dingin kembali",Eternal,1,2024-09-08 22:21:54,InfoBMKG,Negatif
Apk ini sangat bermanfaat bagi saya trimakasih atas karya nya..,Aelbiz Zahwa,5,2024-09-08 13:14:27,InfoBMKG,Positif
"Cuaca lokal sering nya kurang tepat dgn keadaan sebenarnya. Terkadang juga sedikit terlambat. Utk saat ini, saya kasih bintang 3,5 deh",Endyka Suwandany,4,2024-09-08 05:58:28,InfoBMKG,Positif
Kalau bisa tambahin Mode Gelap dong......karena mata saya ga bisa liat layar terang terlalu lama🙏🏼,CEOofBINJAI,5,2024-09-07 23:28:32,InfoBMKG,Positif
Kirim info test test ga jelas developer nya,G KPP,1,2024-09-07 22:49:36,InfoBMKG,Negatif
Sangat sangat tidak akurat,Rido Dho,1,2024-09-07 16:01:17,InfoBMKG,Negatif
Untuk aplikasinya akurat cuman ada yang kurang yaitu tambahin widget dong,Tedi Hambali,4,2024-09-07 15:47:55,InfoBMKG,Positif
"Ini kok ada notice tertulis "" test test "" dari BMKG ya ? 7 sept 2024 jam 22.16",Uler xexet,3,2024-09-07 15:18:00,InfoBMKG,Netral
Hai bisa tambah hin pendeteksian organisasi eropa German supaya Kalimantan tidak di kuasai eropa German secara diam diam,Uchil Multiverse,5,2024-09-07 04:23:15,InfoBMKG,Positif
"Informasi sangat lambat, saat ada gempa bumi tidak langsung update infonya Menunggu sampai 10mnt lebih baru keluar infonya Kalo semisal ada bencana lebih parah bisa bisa sudah porak poranda baru muncul peringatannya Sedangkan bencana gempa bumi ataupun sunami bisa terjadi dalam hitungan detik saja",ARI Arjuna,3,2024-09-07 03:07:02,InfoBMKG,Netral
"2x kek gini, lelet amat update info gempa. Keburu mati dulu baru ada notifikasi.",Nyoman,1,2024-09-07 02:08:15,InfoBMKG,Negatif
cukup,Anantha Raditya,4,2024-09-07 02:07:36,InfoBMKG,Positif
Pemberitahuannya sangat lambat,Adi Bhawa,1,2024-09-07 02:00:09,InfoBMKG,Negatif
Aplikasi tolol gempa besar lambat update,Mustika Gede,1,2024-09-07 02:00:01,InfoBMKG,Negatif
Lama update gempa,ariold 2023,2,2024-09-07 01:57:03,InfoBMKG,Negatif
"Aplikasi nya sangat membantu sekali,dan baik sekali ,dan semoga kedepan nya ada pengaturan tentang peringatan alaram sebelum akan terjadinya bencana biar lebih waspada lagi dalam peringatan nya... dan aplikasinya lebih baik lagi ... semoga lebih cepat pas ada gempa ,gpp dri yang lebih kecil gempanya infoin aja biar tau cepat ,terimakasih","Dede Solihah (Dhe, adza)",5,2024-09-06 19:51:41,InfoBMKG,Positif
Terbantu,Si Iteng,5,2024-09-06 09:25:04,InfoBMKG,Positif
Bagus,Sarah Safira,5,2024-09-06 08:48:01,InfoBMKG,Positif
"Hai team BMKG sebenarnya aplikasi nya sudah bagus untuk pengetahuan kita kalangan Masyarakat Namun masih banyak yg kekurangan nya Dan Tolong di perbaiki lagi update cuaca nya kadang masih ga akurat untuk info cuaca hr ini contoh nya info BMKG akan terjadi hujan, setalah cek ternyata ga ada hujan Tolong di perbaiki lagi ya Terima kasih",SAIFUL WALLY,3,2024-09-05 13:10:38,InfoBMKG,Netral
"Radar cuaca lambat memberikan informasi awan hujan, tolong di perbaiki lagi",Satria baja Hitam RX,3,2024-09-05 12:33:35,InfoBMKG,Netral
Up to date information,Markus Bagong,5,2024-09-05 09:03:40,InfoBMKG,Positif
Bagus cocok,ilham dermawan,5,2024-09-04 22:59:22,InfoBMKG,Positif
Sekarang baanyak kurang tepatnya untuk prediksi cuaca. Kalau gempa baru uptodate,Hudi _,4,2024-09-04 15:47:39,InfoBMKG,Positif
Saya juga mersakan ada nya guncangan tadi siang,Saprudin Cepan,5,2024-09-04 13:16:12,InfoBMKG,Positif
Sangat bermanfaat,Bobby Suyatman,5,2024-09-04 06:37:57,InfoBMKG,Positif
Cara mengetahui gempanya berpotensi tsunami bagaimana yah??,Karsi Yem,4,2024-09-04 06:14:35,InfoBMKG,Positif
"Apknya sudah bagus bisa mengetahui cepat/realtime info cuaca, gempa bumi, kondisi udara, yang saya tanyakan benar tidak info akan adanya gempa megathurst di indonesia? mohon dari pihak BMKG jelaskan terimakasih",Aryo Fadhillah,5,2024-09-03 11:35:36,InfoBMKG,Positif
ok,Muhammad Irham,5,2024-09-03 09:27:38,InfoBMKG,Positif
Dapat memantau langsung titik gempa dan peringatan cuaca dini hari,Siti nurkholima,5,2024-09-02 15:01:12,InfoBMKG,Positif
Pas,Dahlia Poland,5,2024-08-31 17:39:35,InfoBMKG,Positif
Ok,Lucky Aldiano,5,2024-08-31 08:54:37,InfoBMKG,Positif
Bagus,Isaii Tarangan,5,2024-08-30 13:05:37,InfoBMKG,Positif
Paan si gkjls GAK AKURAT,MuhammadRoland Fernando,1,2024-08-30 11:04:01,InfoBMKG,Negatif
Sangat bermanfaat sekali krn bisa tau di Wilayah mn aj yg terkena musibah dan pemberitahusn nya pun jg cepat sekali,Mila Wati,5,2024-08-29 13:32:41,InfoBMKG,Positif
Good info,She Joy,5,2024-08-29 11:04:19,InfoBMKG,Positif
Tidak ada notifikasi pemberitahuan Kalo mau tau ada gempa atau tidaknya harus buka aplikasi dulu,Ajo Sutarjo,1,2024-08-29 03:53:22,InfoBMKG,Negatif
Mantap,Diana Lestari,5,2024-08-29 00:28:21,InfoBMKG,Positif
Kumaha Allah,Lubis Kyai,5,2024-08-28 11:30:27,InfoBMKG,Positif
Sangat berguna,Ary Mustary,5,2024-08-28 10:54:55,InfoBMKG,Positif
Ok,Slamet Wates,4,2024-08-27 21:12:05,InfoBMKG,Positif
makasih info infonya,Wanz Tarou,5,2024-08-27 18:02:13,InfoBMKG,Positif
good sustainable,I Ketut Sudiarta,5,2024-08-27 14:42:07,InfoBMKG,Positif
"Sya pakai aplikasi ini untuk ngecek cuaca dan info gempa bumi di setiap daerah, mantap pokokonya Aplikasi ini",Sajidah dwi Ramadhani,5,2024-08-27 06:15:48,InfoBMKG,Positif
"Bagus sudah, tapi coba tolong min aktifkan alarm gempa, 1 menit kek sebelum kejadian🥹",Lidia Martina,5,2024-08-26 22:22:10,InfoBMKG,Positif
👍👍👍,yunus djuri mannau,4,2024-08-26 17:22:23,InfoBMKG,Positif
sangat berguna,christoffer manullang,5,2024-08-26 16:26:14,InfoBMKG,Positif
good slalu berkembang,HEN DAY,5,2024-08-26 14:30:00,InfoBMKG,Positif
Bisa dg cepat mengetahui pusat gempa,Pakle,1,2024-08-26 13:56:20,InfoBMKG,Negatif
Usulan usahakan sebelum terjadi kejadian diinfokan dulu notif nya biar masyarakat bisa tau dan jaga jaga terima kasih,Ferdiyan sinaga,1,2024-08-26 13:56:12,InfoBMKG,Negatif
Good,Elis sopiani,5,2024-08-26 13:36:36,InfoBMKG,Positif
pembodohan,EL Zippo,1,2024-08-26 13:23:33,InfoBMKG,Negatif
Good,Dion Hendri,5,2024-08-26 13:19:21,InfoBMKG,Positif
bagus bangaet bisa melihat gempa,Paiman 1507,5,2024-08-26 13:15:06,InfoBMKG,Positif
Oke bmkg,Refta Dika Antaryawan,5,2024-08-26 13:13:00,InfoBMKG,Positif
Barusan ada gempa langsung ada notif waahh mbantu banget!!,Heru Nugroho,5,2024-08-26 13:00:04,InfoBMKG,Positif
Sangat bermepaat buat saya,Muhidin Udin,5,2024-08-26 07:13:38,InfoBMKG,Positif
bagus,dika 23,5,2024-08-26 05:09:11,InfoBMKG,Positif
Download aplikasi ini untuk jaga-jaga megatrust.!!,Alif Gazaly,5,2024-08-25 22:24:24,InfoBMKG,Positif
Muhammad Fateh Khaakaa,Muhammad fateh Radjasa,5,2024-08-25 20:59:22,InfoBMKG,Positif
Selalu update informasi dgn cepat,Julistyono Widodo,5,2024-08-25 13:29:40,InfoBMKG,Positif
Sangat bagus aplikasi tidak berat dan membantu Semoga tidak ada iklan,Triyana Malfiazi,5,2024-08-25 11:51:54,InfoBMKG,Positif
"Asalamualaikum kak, Alhamdulillah semenjak ada aplikasi ini kita dapat melihat cuaca dan titik gempanya tapi ada kurang 1 lagi kalaw bisa, tambah kan komentar live nya, biar ada yang kabarin kalaw terjadi apa apa dengan cuaca ataupun dengan lingkungan mereka, dan saya juga bisa berkomentar langsung tentang cuaca di daerah saya gitu",Soprin official store,4,2024-08-25 11:12:14,InfoBMKG,Positif
Apk ini bermanfaat,AARON WIBOWO,5,2024-08-25 07:04:19,InfoBMKG,Positif
🇲🇨 🆗,Cahyo Ristanto,3,2024-08-25 03:57:47,InfoBMKG,Netral
Jaga jaga kalo ada bencana,Fadhil Ahmad Hasbullah,5,2024-08-25 01:52:30,InfoBMKG,Positif
Sampaikan ke BMKG utk meletakkan ribuan alarm gempa di bagian dalam sumur² milik instansi atau warga atau membuat ribuan sumur sendiri dgn kedalaman ribuan meter yg dekat dgn akses wifi terdekat atau dgn kabel optik ke akses internet yg terhubung ke aplikasi. ini. Lalu semua hape diwajibkan ada aplikasi ini sehinggga jika terjadi gempa maka alarm central over the top pada aplikasi ini akan berbunyi keras untuk memperingatkan semua orang yg tinggalnya 10-100 km dari lokasi gempa.,Youdi Steve,1,2024-08-24 23:21:11,InfoBMKG,Negatif
Good.................,rd herison,5,2024-08-24 22:44:39,InfoBMKG,Positif
bertindak setelah terjadi,Santi 2023,1,2024-08-24 12:37:14,InfoBMKG,Negatif
berita sangat akurat,Kamaruddin Kamal,5,2024-08-24 10:16:22,InfoBMKG,Positif
Mantap infox,Raja Bahar,5,2024-08-24 07:35:51,InfoBMKG,Positif
Sangat penting,Andriwan Bang,5,2024-08-23 14:58:39,InfoBMKG,Positif
Sangat membantu pokoknya mantap,SahraAisyah Penyaeee,5,2024-08-23 07:28:46,InfoBMKG,Positif
Sangat membantu untuk mengetahui cuaca saat ini,veni uge,5,2024-08-23 06:11:47,InfoBMKG,Positif
Tampilan informasi sudah cukup bagus. Saran : bagian dashboard dibuat untuk user bisa save beberapa lokasi prakiraan cuaca dan dapat ditampilkan secara bersamaan. Terimakasih,Gary Christian,5,2024-08-23 00:13:40,InfoBMKG,Positif
Aplikasi ini sangat 2 berguna bagi untuk informasi gempa bumi tolong di upload lagi ya agar informasi gempa ketauan di hp ya terimakasih,Paris Stevano,5,2024-08-22 15:30:56,InfoBMKG,Positif
"Sok2an bilang mau gempa sampai mau sunami,gempa kecil sj GK bs lu prediksi apalagi yg gede ,cih",Raja Wali,1,2024-08-22 11:29:53,InfoBMKG,Negatif
Okay banget loh kak,Adib Anwary,5,2024-08-22 10:55:35,InfoBMKG,Positif
megathrust meresahkan,AKBAR 911,5,2024-08-22 09:07:14,InfoBMKG,Positif
Terimakasih,Ahmad Arif Zulfan,5,2024-08-22 02:06:57,InfoBMKG,Positif
Apakah aplikasi mempunyai akses super user.. Untuk pemberintahun alarm peringatan,Arifya 72,5,2024-08-21 17:43:38,InfoBMKG,Positif
"Coba di percepat pemberitahuannya di BMKG utk gempa bumi, nanti 10 menit stelah gempa baru msuk pemberitahuannya kalau pusat gempanya di mana, klo 10 menit baru ada pemberitahuan, nanti udah tsunami dulu baru pemberitahuannya masuk donk.. 😭😭😭😭",Windha Bolung,5,2024-08-21 15:21:26,InfoBMKG,Positif
Sangat membantu,Irwansyah Syah,5,2024-08-21 14:04:57,InfoBMKG,Positif
Pas,Supandi Riski,5,2024-08-21 13:24:48,InfoBMKG,Positif
belum masuk di branda,Indi Sahindi,4,2024-08-21 13:06:57,InfoBMKG,Positif
Sangat membantu utk informasi cuaca dan gempa,Iwan Nazary,5,2024-08-21 13:01:59,InfoBMKG,Positif
Pemberitahuan nya lebih lambat dari kejadian.. seharus nya pemberitahuan dulu supaya kita bisa waspada,Penx Iis,5,2024-08-21 12:14:43,InfoBMKG,Positif
new update version vivo y 21 new version mobile device,Aris Wahyudi,5,2024-08-21 12:08:19,InfoBMKG,Positif
Ok,GROSSERO,5,2024-08-20 14:16:30,InfoBMKG,Positif
semoga lebih membantu,Arya AriaWati,5,2024-08-20 13:54:40,InfoBMKG,Positif
Bagus,Muhammad ihsan khoerul azzam,5,2024-08-20 11:45:49,InfoBMKG,Positif
Ya membantu sekali untuk masyarakat Indonesia buat kalian Jan lupa di donlod ya,Darman nak bungsel,5,2024-08-20 09:56:25,InfoBMKG,Positif
Untuk aplikasi WRS-BMKG tolong di update Fitur umpan balik tidak bisa di akses,Ikhzal,3,2024-08-20 09:14:30,InfoBMKG,Netral
Aplikasi yang bagus,lie tono,5,2024-08-20 04:14:19,InfoBMKG,Positif
siapa yg download bmkg karena khawatir ama gempa megatrusht,Ahmad Febrianto,5,2024-08-19 17:46:41,InfoBMKG,Positif
Hhe,Muhammad Rifkyatama,5,2024-08-19 16:17:34,InfoBMKG,Positif
apk yg sangat membantu tapi hanya sedikit org yang tau,Juni Irwansyah Juni,5,2024-08-19 10:09:18,InfoBMKG,Positif
bagus,Muhammad Syaefuddin,4,2024-08-19 05:30:33,InfoBMKG,Positif
"Aplikasinya sangat bermanfaat, tolong ya dibuat cocok di hp android apapun, soalnya banyak aplikasi sekarang yg tidak suport di hp android jadul",Paktres 0877,5,2024-08-19 03:26:59,InfoBMKG,Positif
Bagus tapi di perbagus lgi,Deky S,5,2024-08-18 20:53:31,InfoBMKG,Positif
semoga bisa membantu perkembangan tentang cuaca dan gempa bumi yg akan terjadi di daerah sendiri...👍🏻,Bain 1034,5,2024-08-18 19:51:19,InfoBMKG,Positif
Baru tau ada aplikasi ini... Thanks kamar jery... Sekarang kalau ada gempa lagi di rumah bisa tau tanpa menunggu update story orang orang di wa...,Blackseed Acount,5,2024-08-18 15:42:15,InfoBMKG,Positif
Oke punya,Sani Rajab,5,2024-08-18 14:24:14,InfoBMKG,Positif
Sangat membantu,Hanifa Dwi2006,5,2024-08-18 13:03:40,InfoBMKG,Positif
Membantu dalam mengetahui situadi gempa di sekitar kita.,Lily Pelupessy,5,2024-08-18 11:56:05,InfoBMKG,Positif
Nice,sempak 01 Jr,5,2024-08-18 10:59:32,InfoBMKG,Positif
Baik,Alirman Alirman,5,2024-08-18 08:43:55,InfoBMKG,Positif
Sangat baik,Abd salam Alam,3,2024-08-18 06:04:03,InfoBMKG,Netral
"Mohon tambahkan sistem peringatan sebelum gempa bumi seperti Jepang,bagi yang terdampak",Aa muhammad maulana,3,2024-08-18 01:04:23,InfoBMKG,Netral
Aplikasinya bagus nih,Taufik Taufikfatkurahman,5,2024-08-17 22:25:26,InfoBMKG,Positif
"Setiap ada gempa, notifikasinya ada 2, tolong bisa tidak notifikasinya 1 kali saja, terima kasih",A. Fadli Rahman A.,4,2024-08-17 21:03:59,InfoBMKG,Positif
Info yg terbaik dan terpenting,Eman Suganti,5,2024-08-17 17:18:25,InfoBMKG,Positif
"Tolong kepada pihak BMKG untuk pemberitahuan terkait GEMPA sebaiknya di tiadakan, jujur kami yg dari lombok merasakan ketakutan dari berita tersebut,kami kembali trauma lagi,sebaikan beritakan tentang cuaca saja,untuk gempa sebaiknya tidak",Izuna Hankee,4,2024-08-17 15:02:43,InfoBMKG,Positif
Okkk,Srit nay43,5,2024-08-17 10:29:59,InfoBMKG,Positif
Sangat membantu,Elsa Padang sesa,5,2024-08-17 03:56:43,InfoBMKG,Positif
"Aplikasinya bagus, cuma Cara seting suara notif kalo ada gempa gimna ya,,,",Bagus Setiawan,5,2024-08-17 02:23:39,InfoBMKG,Positif
Bagus dan membantu,Istiroh,4,2024-08-16 21:58:22,InfoBMKG,Positif
Berguna,ajwa 20inayah,5,2024-08-16 14:39:22,InfoBMKG,Positif
Aku berharap sangat bisa bermanfaat ya,Erika 7,5,2024-08-16 13:33:50,InfoBMKG,Positif
Sangat membantu,Samsudin,5,2024-08-16 13:06:52,InfoBMKG,Positif
Gak real-time,Fedri Hidayat,1,2024-08-16 11:43:06,InfoBMKG,Negatif
Aplikasi sangat berguna 👍👍👍,ZIDAN A,5,2024-08-16 09:41:44,InfoBMKG,Positif
Makasih banyak,Putu Kartika yasa,5,2024-08-16 07:24:35,InfoBMKG,Positif
Plis aku takut bgt katanya ada gempa jadi aku download ini,Anindya Pramatya,5,2024-08-16 05:55:26,InfoBMKG,Positif
Sangat berguna,Irzan,5,2024-08-16 03:56:03,InfoBMKG,Positif
"Sangat membantu untung mencari informasi terkini, terutama cuaca",Arya Fatah maulana,5,2024-08-16 03:52:06,InfoBMKG,Positif
Update lagi fiturnya kayak di jepang sesuai lokasi supaya kalo ada gempa yang lebih dekat agar di munculkan notifikasi yang lebih oke seperti muncul di layar dan suara notif yang besar,Muhammad Raven Febrian,3,2024-08-15 23:49:08,InfoBMKG,Netral
Kenapa tak bisa digunakan / terpakai,Sapar Wadi,1,2024-08-15 22:54:19,InfoBMKG,Negatif
Mantap,Muhardi Hal,5,2024-08-15 18:31:20,InfoBMKG,Positif
YA Allah lindungi kami,ANGGA AGUSTIAWAN,5,2024-08-15 17:09:59,InfoBMKG,Positif
aplikasi ini sangat bagus dan berguna,Titin Ilu,5,2024-08-15 16:59:59,InfoBMKG,Positif
"Gabisa dibukaa, stuck di logo aja😡",Brams sono,1,2024-08-15 16:30:28,InfoBMKG,Negatif
Sangat membantu sekali,Cahyo Hudi Prayugo Cahyo.09-12-1996,5,2024-08-15 13:59:03,InfoBMKG,Positif
loading banget y ampun di buka ny lama bangetttttt,Yayu Setianingsih,3,2024-08-15 13:41:47,InfoBMKG,Netral
Berguna banget,Suhra Sura,4,2024-08-15 13:34:51,InfoBMKG,Positif
Kenapa gempah bumi allahuakbar,Mas Riyan,5,2024-08-15 13:19:12,InfoBMKG,Positif
"Aplikasi bagus,dan bijak",Hasya Filza Maulida,5,2024-08-15 13:04:44,InfoBMKG,Positif
Goood,Ismy Nurlaela,5,2024-08-15 12:45:50,InfoBMKG,Positif
👍👍👍👍,Vini Paliling,5,2024-08-15 12:41:32,InfoBMKG,Positif
"Aplikasi BMKG ini sangat bagus,hanya saja tidak ada peringatan dini gempa bumi/tsunami 😄😄😄",Naufal zahraan,5,2024-08-15 12:40:49,InfoBMKG,Positif
Klo bisa tambahin fitur buat tanya tanya semisal kita ingin tahu hal yang harus dilakukan saat bencana karna fitur ini akan sangat membantu,Hitori,5,2024-08-15 11:05:17,InfoBMKG,Positif
ini penting sih,Naila Novianti,5,2024-08-15 09:06:55,InfoBMKG,Positif
tolong kasih notif alarm bunyi yg keras jika terjadi gempa / stunami kaya orang jepang pas ada bencana otomatis semua orang dapet notif alarm bencana takutnya bencana nya tengah malem orang lagi tidur gak tahu,Bahrudin udin,3,2024-08-15 07:23:32,InfoBMKG,Netral
Sangat membantu dalam memperoleh informasi,Albertus Wibisono,5,2024-08-15 04:48:17,InfoBMKG,Positif
Ini Bagus,Muhamad Fardan,5,2024-08-15 02:57:35,InfoBMKG,Positif
Sangat membantu,Samuel Daan,5,2024-08-15 01:50:15,InfoBMKG,Positif
"Semoga megathrust yg di prediksi tidak berdampak buruk, dan semoga kita semua selalu dalam lindungan Tuhan yg Maha Esa. Aamiiin Ya Robbal'alamin.",M. Ashari,5,2024-08-14 20:38:00,InfoBMKG,Positif
Pesan dari saya mohon dari aplikasi BMKG jika bisa dibuatkan riwayat terjadinya fenomena alam ... Terima kasih banyak developer,Sai Fani,5,2024-08-14 18:03:21,InfoBMKG,Positif
testimoni dulu yh,Plentin hamonangan Siahaan,5,2024-08-14 17:31:42,InfoBMKG,Positif
Disuruh download sama vtuber PNS,Harvest44 gaming,5,2024-08-14 17:06:51,InfoBMKG,Positif
Akurat sebagai informasi yg diperlukan oleh masyarakat,Hari Sucahyo,5,2024-08-14 16:56:24,InfoBMKG,Positif
kesini gara2 ada berita mau ada gempa,Luxci Aditama,4,2024-08-14 16:19:10,InfoBMKG,Positif
Tidak bisa masuk ke aplikasi suhu hp langsung naik ketika buka app ini,Herry Kurniawan,1,2024-08-14 15:38:38,InfoBMKG,Negatif
jumlah rakyat Indonesia ada 200juta lebih aplikasi ini penting karna Indonesia rawan bencana harusnya min ada 50juta org yg download aplikasi ini,kiral adindra,5,2024-08-14 14:29:00,InfoBMKG,Positif
Bagusssssss,mashuril Gaming,4,2024-08-14 14:00:15,InfoBMKG,Positif
Digunakan untuk persiapan gempa megathrust 😣,salwa salsabila,5,2024-08-14 09:58:27,InfoBMKG,Positif
Kapan sih ada shake alarm seperti di jepang pas terjadi gempa langsung berdering alarmnya,Engkos,1,2024-08-14 06:30:21,InfoBMKG,Negatif
bagus tapi waktu sore dibilang bakal hujan tapi gak hujan?,azzam fahreza,4,2024-08-14 05:48:46,InfoBMKG,Positif
"Aplikasinya bagus. tapi, gak ada notifikasi bahaya ketika gempa ataupun tsunami. kalu bisa aplikasinya standart nya sama lah seperti jepang.",Vani Ananta Dekaulan Br Sitepu,4,2024-08-14 02:50:50,InfoBMKG,Positif
"Cukup bagus walau gak nyampek 90 persen akurat, cuman sebagai saran bisa ditambah waktu pasang dan surut air laut, sehingga mempermudah para nelayan untuk menentukan kapan waktu aman untuk pergi melaut",Penikmat Surga,3,2024-08-13 22:50:58,InfoBMKG,Netral
Good,Kai Zekke,5,2024-08-13 19:37:46,InfoBMKG,Positif
"Ada baiknya di tambahkan alarm EWS pada aplikasi, jadi buat yg sudah menginstal bisa mendapatkan sinyal sebelum terjadinya bencana, seperti di Jepang , alarm sudah menyala, walaupun belum terjadi Gempa. Alangkah baiknya menambahkan EWS di aplikasi ini, karena sekarang mayoritas orang Indonesia lebih sering memegang Smartphone daripada menonton TV.",KY Art,3,2024-08-13 16:07:59,InfoBMKG,Netral
Kenapa sekarang tidak bisa dibuka 🤔,Sabar Sabar,1,2024-08-13 07:28:46,InfoBMKG,Negatif
Lama lama kok malah menurun ada gempa bumi GK muncul dan kalok muncul luamaaaa GK kayak dulu yg cepat beberapa detik muncul.... Tolong pentingkan informasi dan keselamatan masyarakat....,Van. Arifie,2,2024-08-13 03:13:05,InfoBMKG,Negatif
SUDAH GEMPA BERITANYA BARU NONGOL!!,Yayan Oni,1,2024-08-13 03:12:19,InfoBMKG,Negatif
T o p,Nanang Eko heri,5,2024-08-12 23:28:30,InfoBMKG,Positif
Aplikasi bagus banget mantap berguna untuk melihat mendeteksi gempa bumi,Fikri Muhamad fikri,5,2024-08-10 17:19:25,InfoBMKG,Positif
"kalo bukan karena vtuber, aku malas untuk unduh aplikasinya. hmmpphh.",Black Swan Minari,5,2024-08-09 19:39:49,InfoBMKG,Positif
Sangat membantu sekali...,Dwi Setya Budi Wiharsa,5,2024-08-08 14:11:42,InfoBMKG,Positif
"Aplikasi bagus,tapi kenapa BMKG.Gowa undurkan diri?, tolong jelaskan 🙏",Rizky T.H,4,2024-08-08 09:58:24,InfoBMKG,Positif
Saya senang lihat pertumbuhan awan hujan dari citra satelit,EDWARD STANERD,5,2024-08-08 05:41:26,InfoBMKG,Positif
Good,David Christianm,4,2024-08-07 23:12:36,InfoBMKG,Positif
Top,ridwan hasanudin,5,2024-08-07 11:34:10,InfoBMKG,Positif
Bermanfaat,Fahmi Aziz,5,2024-08-07 01:26:36,InfoBMKG,Positif
Good,Zaenal Moenir,5,2024-08-06 21:40:52,InfoBMKG,Positif
Sangat bermanfaat,EDWINE PRATIGNYO,5,2024-08-04 03:02:50,InfoBMKG,Positif
Akan ku unduh demi waifu baru... 😋,First Officer Hasim Firdaus,5,2024-08-04 01:39:39,InfoBMKG,Positif
Mau ngecek kualitas udara di daerah sendiri malah gabisa. Berkali2 coba klik tp cuma ngeloading aja.,Rezky Amelia,2,2024-08-03 17:24:18,InfoBMKG,Negatif
Bagus,Wawan Sadiawan,5,2024-08-02 11:33:24,InfoBMKG,Positif
Bagus,Spegri384,3,2024-08-02 05:42:27,InfoBMKG,Netral
aplikasi yang sungguh sempurna di infokan di apl tersebut sore hujan ternyata muncul hujan!!!!!!,Steven Simatupang,5,2024-08-02 04:51:35,InfoBMKG,Positif
SAYA SETUJU DENGAN POSTINGAN INI,Simon Mairapea,5,2024-08-02 03:53:05,InfoBMKG,Positif
Aplikasi bagus,Irfan Irfan,5,2024-08-01 17:26:44,InfoBMKG,Positif
👍,Andi Surahman,5,2024-08-01 00:21:32,InfoBMKG,Positif
